,HexSSP-0,HexSSP-1,HexSSP-2,HexSSP-3,HexSSP-4,HexSSP-5,HexSSP-6,HexSSP-7,HexSSP-8,HexSSP-9,HexSSP-10,HexSSP-11,HexSSP-12,HexSSP-13,HexSSP-14,HexSSP-15,HexSSP-16,HexSSP-17,HexSSP-18,HexSSP-19,Discrete_19-0,Discrete_19-1,Discrete_19-2,Discrete_19-3,Discrete_19-4,Discrete_19-5,Discrete_19-6,Discrete_19-7,Discrete_19-8,Discrete_19-9,Discrete_15-0,Discrete_15-1,Discrete_15-2,Discrete_15-3,Discrete_15-4,Discrete_15-5,Discrete_15-6,Discrete_15-7,Discrete_15-8,Discrete_15-9,Discrete_11-0,Discrete_11-1,Discrete_11-2,Discrete_11-3,Discrete_11-4,Discrete_11-5,Discrete_11-6,Discrete_11-7,Discrete_11-8,Discrete_11-9,Discrete_07-0,Discrete_07-1,Discrete_07-2,Discrete_07-3,Discrete_07-4,Discrete_07-5,Discrete_07-6,Discrete_07-7,Discrete_07-8,Discrete_07-9,Discrete_03-0,Discrete_03-1,Discrete_03-2,Discrete_03-3,Discrete_03-4,Discrete_03-5,Discrete_03-6,Discrete_03-7,Discrete_03-8,Discrete_03-9
47,10.0,28.0,11.0,26.0,14.0,10.0,12.0,11.0,13.0,21.0,24.0,19.0,12.0,13.0,76.0,18.0,30.0,18.0,15.0,21.0,13.0,42.0,12.0,12.0,18.0,10.0,23.0,23.0,42.0,20.0,18.0,28.0,20.0,25.0,25.0,19.0,13.0,15.0,17.0,10.0,14.0,47.0,30.0,17.0,11.0,15.0,9.0,39.0,10.0,43.0,11.0,22.0,13.0,59.0,17.0,37.0,36.0,31.0,10.0,10.0,11.0,12.0,15.0,11.0,20.0,19.0,15.0,13.0,11.0,15.0
48,12.0,27.0,9.0,13.0,11.0,13.0,12.0,12.0,13.0,60.0,34.0,29.0,10.0,16.0,56.0,28.0,22.0,22.0,18.0,20.0,14.0,36.0,10.0,22.0,10.0,11.0,27.0,18.0,28.0,16.0,48.0,12.0,17.0,14.0,35.0,22.0,17.0,15.0,13.0,15.0,8.0,12.0,16.0,12.0,15.0,16.0,19.0,15.0,15.0,29.0,47.0,37.0,62.0,44.0,10.0,83.0,11.0,11.0,11.0,10.0,12.0,13.0,14.0,18.0,13.0,11.0,9.0,11.0,11.0,13.0
49,10.0,24.0,9.0,18.0,11.0,11.0,13.0,11.0,13.0,44.0,34.0,15.0,15.0,18.0,47.0,23.0,38.0,16.0,18.0,25.0,13.0,22.0,20.0,13.0,15.0,11.0,24.0,22.0,53.0,21.0,59.0,10.0,14.0,14.0,14.0,20.0,13.0,9.0,13.0,36.0,12.0,15.0,30.0,16.0,24.0,13.0,50.0,12.0,21.0,16.0,10.0,42.0,36.0,39.0,65.0,17.0,43.0,15.0,13.0,9.0,11.0,9.0,19.0,9.0,8.0,12.0,11.0,16.0,23.0,10.0
50,11.0,24.0,10.0,21.0,10.0,12.0,11.0,11.0,12.0,67.0,51.0,20.0,12.0,14.0,59.0,21.0,36.0,20.0,13.0,24.0,14.0,32.0,16.0,19.0,9.0,16.0,15.0,43.0,111.0,29.0,20.0,30.0,17.0,11.0,17.0,17.0,25.0,13.0,16.0,10.0,14.0,45.0,22.0,32.0,13.0,16.0,12.0,13.0,23.0,37.0,67.0,58.0,38.0,10.0,19.0,35.0,86.0,10.0,11.0,14.0,10.0,24.0,10.0,19.0,13.0,11.0,27.0,17.0,14.0,46.0
51,14.0,23.0,11.0,29.0,11.0,10.0,10.0,12.0,9.0,71.0,19.0,20.0,11.0,18.0,71.0,23.0,47.0,22.0,16.0,20.0,24.0,35.0,15.0,25.0,11.0,16.0,22.0,16.0,67.0,21.0,12.0,10.0,15.0,13.0,20.0,23.0,10.0,25.0,20.0,12.0,11.0,13.0,12.0,14.0,16.0,17.0,12.0,17.0,11.0,34.0,94.0,18.0,13.0,18.0,13.0,90.0,57.0,12.0,13.0,8.0,9.0,9.0,12.0,13.0,18.0,9.0,10.0,8.0,18.0,10.0
52,13.0,17.0,12.0,28.0,11.0,12.0,11.0,10.0,12.0,53.0,45.0,19.0,11.0,24.0,54.0,17.0,54.0,18.0,15.0,31.0,10.0,22.0,20.0,9.0,12.0,10.0,13.0,28.0,15.0,20.0,13.0,85.0,50.0,38.0,11.0,15.0,11.0,12.0,27.0,17.0,12.0,16.0,40.0,14.0,11.0,13.0,10.0,16.0,16.0,22.0,11.0,14.0,18.0,44.0,27.0,43.0,30.0,12.0,9.0,14.0,15.0,12.0,18.0,13.0,13.0,22.0,9.0,18.0,27.0,14.0
53,10.0,17.0,11.0,29.0,13.0,10.0,12.0,9.0,13.0,35.0,41.0,14.0,10.0,24.0,59.0,23.0,51.0,25.0,20.0,23.0,9.0,17.0,19.0,20.0,8.0,13.0,12.0,16.0,45.0,38.0,11.0,55.0,56.0,14.0,19.0,16.0,14.0,12.0,14.0,17.0,16.0,18.0,14.0,17.0,13.0,14.0,31.0,10.0,26.0,15.0,60.0,33.0,10.0,85.0,15.0,14.0,11.0,11.0,10.0,18.0,13.0,9.0,10.0,13.0,22.0,12.0,12.0,15.0,15.0,14.0
54,9.0,31.0,14.0,17.0,14.0,11.0,14.0,12.0,13.0,30.0,39.0,18.0,10.0,22.0,126.0,20.0,28.0,24.0,14.0,21.0,10.0,9.0,21.0,13.0,12.0,17.0,19.0,17.0,79.0,41.0,58.0,26.0,20.0,13.0,26.0,18.0,12.0,11.0,13.0,17.0,10.0,67.0,13.0,21.0,13.0,16.0,13.0,20.0,12.0,38.0,51.0,53.0,80.0,45.0,34.0,37.0,14.0,29.0,9.0,10.0,13.0,15.0,13.0,11.0,19.0,19.0,12.0,13.0,10.0,22.0
55,13.0,20.0,8.0,32.0,13.0,13.0,10.0,13.0,16.0,68.0,70.0,25.0,17.0,26.0,44.0,23.0,24.0,20.0,19.0,19.0,11.0,52.0,12.0,24.0,11.0,17.0,14.0,17.0,20.0,29.0,34.0,20.0,19.0,17.0,15.0,13.0,31.0,12.0,16.0,12.0,14.0,51.0,11.0,19.0,14.0,13.0,14.0,16.0,19.0,11.0,43.0,42.0,10.0,49.0,13.0,33.0,29.0,31.0,12.0,10.0,9.0,12.0,13.0,10.0,14.0,24.0,10.0,13.0,13.0,16.0
56,11.0,31.0,11.0,16.0,14.0,16.0,12.0,11.0,10.0,84.0,88.0,23.0,12.0,26.0,52.0,28.0,36.0,25.0,16.0,29.0,22.0,30.0,29.0,26.0,11.0,12.0,12.0,44.0,54.0,28.0,12.0,35.0,21.0,38.0,18.0,18.0,32.0,20.0,8.0,13.0,14.0,54.0,42.0,32.0,11.0,12.0,18.0,12.0,13.0,20.0,11.0,30.0,181.0,31.0,19.0,15.0,10.0,11.0,11.0,10.0,19.0,9.0,16.0,9.0,14.0,13.0,19.0,16.0,8.0,9.0
57,10.0,18.0,9.0,25.0,12.0,10.0,9.0,10.0,13.0,112.0,19.0,24.0,12.0,17.0,49.0,26.0,40.0,22.0,16.0,21.0,10.0,16.0,19.0,27.0,9.0,24.0,45.0,55.0,45.0,18.0,11.0,41.0,12.0,15.0,17.0,17.0,17.0,23.0,18.0,29.0,26.0,13.0,38.0,16.0,12.0,15.0,15.0,18.0,16.0,36.0,12.0,28.0,100.0,32.0,23.0,43.0,24.0,34.0,12.0,10.0,21.0,15.0,11.0,14.0,13.0,11.0,11.0,15.0,14.0,11.0
58,9.0,30.0,10.0,34.0,13.0,13.0,10.0,11.0,12.0,47.0,43.0,20.0,18.0,22.0,134.0,33.0,45.0,18.0,17.0,29.0,13.0,60.0,19.0,9.0,11.0,12.0,33.0,20.0,17.0,17.0,29.0,20.0,32.0,12.0,9.0,19.0,45.0,16.0,23.0,17.0,14.0,61.0,11.0,16.0,12.0,15.0,10.0,45.0,13.0,45.0,12.0,48.0,54.0,13.0,19.0,14.0,16.0,72.0,11.0,14.0,14.0,10.0,11.0,18.0,10.0,10.0,11.0,13.0,12.0,27.0
59,10.0,29.0,14.0,27.0,13.0,17.0,11.0,9.0,10.0,120.0,91.0,28.0,14.0,18.0,48.0,23.0,26.0,16.0,14.0,19.0,31.0,10.0,18.0,15.0,9.0,10.0,17.0,21.0,58.0,36.0,12.0,29.0,13.0,16.0,58.0,17.0,10.0,13.0,14.0,16.0,14.0,52.0,28.0,14.0,13.0,11.0,28.0,13.0,11.0,29.0,11.0,64.0,54.0,12.0,36.0,41.0,32.0,57.0,16.0,11.0,13.0,12.0,14.0,10.0,24.0,37.0,9.0,9.0,10.0,19.0
60,10.0,30.0,10.0,24.0,11.0,12.0,15.0,12.0,10.0,62.0,134.0,22.0,13.0,27.0,170.0,22.0,34.0,14.0,22.0,21.0,14.0,33.0,16.0,20.0,16.0,10.0,15.0,16.0,13.0,17.0,40.0,19.0,25.0,13.0,22.0,21.0,40.0,11.0,11.0,36.0,11.0,12.0,17.0,12.0,12.0,15.0,10.0,18.0,12.0,13.0,73.0,13.0,38.0,43.0,13.0,13.0,68.0,41.0,9.0,10.0,11.0,21.0,12.0,14.0,12.0,11.0,11.0,13.0,18.0,16.0
61,10.0,23.0,12.0,31.0,13.0,16.0,10.0,14.0,10.0,204.0,295.0,18.0,12.0,19.0,156.0,31.0,34.0,25.0,14.0,25.0,15.0,50.0,9.0,15.0,16.0,12.0,38.0,17.0,18.0,29.0,11.0,11.0,19.0,25.0,23.0,12.0,17.0,12.0,14.0,28.0,18.0,51.0,29.0,17.0,14.0,13.0,10.0,10.0,10.0,54.0,112.0,38.0,54.0,40.0,13.0,13.0,33.0,11.0,15.0,10.0,11.0,12.0,21.0,9.0,13.0,8.0,10.0,14.0,13.0,19.0
62,11.0,22.0,14.0,36.0,15.0,14.0,10.0,15.0,16.0,46.0,157.0,13.0,10.0,20.0,85.0,26.0,34.0,19.0,14.0,19.0,11.0,10.0,20.0,44.0,9.0,12.0,40.0,17.0,17.0,21.0,11.0,14.0,20.0,10.0,31.0,14.0,13.0,14.0,22.0,40.0,17.0,37.0,35.0,16.0,14.0,12.0,18.0,11.0,12.0,20.0,10.0,12.0,13.0,51.0,13.0,16.0,26.0,14.0,10.0,11.0,13.0,19.0,10.0,10.0,14.0,12.0,10.0,18.0,10.0,12.0
63,12.0,24.0,10.0,30.0,12.0,12.0,11.0,11.0,12.0,92.0,139.0,19.0,10.0,28.0,171.0,23.0,46.0,18.0,17.0,20.0,20.0,24.0,11.0,9.0,17.0,16.0,27.0,17.0,65.0,28.0,59.0,35.0,16.0,18.0,53.0,19.0,28.0,14.0,37.0,12.0,14.0,12.0,20.0,16.0,11.0,14.0,14.0,12.0,12.0,16.0,44.0,12.0,39.0,61.0,20.0,15.0,89.0,12.0,11.0,9.0,9.0,9.0,11.0,13.0,10.0,18.0,15.0,19.0,27.0,13.0
64,10.0,22.0,15.0,41.0,12.0,14.0,13.0,13.0,9.0,113.0,66.0,28.0,16.0,15.0,108.0,20.0,34.0,20.0,15.0,17.0,12.0,21.0,14.0,30.0,13.0,18.0,66.0,66.0,23.0,26.0,15.0,10.0,16.0,13.0,8.0,14.0,14.0,12.0,30.0,10.0,15.0,15.0,20.0,11.0,18.0,17.0,12.0,13.0,12.0,30.0,48.0,39.0,78.0,12.0,40.0,37.0,14.0,10.0,14.0,10.0,16.0,11.0,16.0,8.0,12.0,11.0,10.0,10.0,13.0,14.0
65,11.0,19.0,11.0,36.0,15.0,12.0,10.0,12.0,11.0,183.0,24.0,22.0,14.0,18.0,121.0,24.0,45.0,23.0,19.0,21.0,10.0,9.0,16.0,12.0,19.0,10.0,59.0,17.0,45.0,25.0,13.0,46.0,14.0,12.0,10.0,19.0,33.0,9.0,18.0,13.0,20.0,40.0,25.0,15.0,13.0,15.0,13.0,11.0,12.0,15.0,11.0,10.0,12.0,29.0,11.0,13.0,21.0,76.0,12.0,17.0,14.0,20.0,16.0,17.0,16.0,12.0,11.0,15.0,28.0,10.0
66,14.0,23.0,14.0,33.0,12.0,14.0,10.0,13.0,18.0,200.0,121.0,29.0,10.0,22.0,109.0,27.0,38.0,27.0,18.0,19.0,11.0,18.0,10.0,9.0,12.0,10.0,75.0,37.0,70.0,26.0,21.0,95.0,14.0,13.0,17.0,20.0,39.0,14.0,11.0,37.0,16.0,44.0,16.0,19.0,14.0,21.0,17.0,59.0,14.0,12.0,11.0,39.0,41.0,68.0,15.0,12.0,12.0,22.0,12.0,9.0,27.0,21.0,11.0,10.0,10.0,29.0,12.0,10.0,28.0,13.0
67,10.0,20.0,12.0,37.0,14.0,14.0,11.0,11.0,13.0,195.0,205.0,34.0,12.0,25.0,194.0,20.0,29.0,24.0,18.0,30.0,15.0,12.0,22.0,11.0,14.0,13.0,13.0,18.0,63.0,37.0,58.0,114.0,13.0,23.0,48.0,12.0,18.0,16.0,28.0,28.0,14.0,16.0,22.0,17.0,16.0,13.0,9.0,8.0,21.0,13.0,30.0,17.0,12.0,11.0,28.0,115.0,31.0,10.0,11.0,10.0,15.0,15.0,9.0,15.0,15.0,11.0,14.0,12.0,12.0,19.0
68,12.0,16.0,10.0,39.0,14.0,18.0,13.0,11.0,16.0,227.0,123.0,28.0,12.0,22.0,83.0,28.0,33.0,23.0,17.0,16.0,12.0,10.0,18.0,9.0,18.0,10.0,13.0,24.0,62.0,21.0,75.0,73.0,16.0,13.0,42.0,16.0,18.0,12.0,14.0,16.0,10.0,57.0,77.0,15.0,28.0,11.0,16.0,13.0,17.0,11.0,31.0,33.0,73.0,46.0,41.0,14.0,50.0,12.0,11.0,10.0,8.0,12.0,14.0,34.0,18.0,16.0,10.0,12.0,10.0,13.0
69,10.0,19.0,10.0,36.0,15.0,13.0,13.0,11.0,10.0,31.0,51.0,22.0,11.0,23.0,43.0,28.0,36.0,19.0,16.0,27.0,10.0,30.0,12.0,30.0,18.0,12.0,20.0,11.0,82.0,18.0,59.0,106.0,13.0,13.0,19.0,16.0,30.0,13.0,11.0,15.0,13.0,16.0,17.0,16.0,13.0,20.0,12.0,12.0,15.0,12.0,46.0,12.0,12.0,102.0,41.0,10.0,66.0,32.0,16.0,16.0,11.0,18.0,13.0,12.0,18.0,15.0,14.0,9.0,18.0,15.0
70,14.0,26.0,13.0,38.0,11.0,15.0,10.0,12.0,13.0,22.0,73.0,19.0,15.0,21.0,76.0,21.0,31.0,19.0,16.0,25.0,16.0,60.0,20.0,12.0,12.0,14.0,66.0,14.0,17.0,15.0,15.0,13.0,13.0,18.0,9.0,17.0,13.0,11.0,17.0,17.0,15.0,9.0,14.0,21.0,10.0,17.0,10.0,11.0,20.0,16.0,12.0,69.0,12.0,9.0,18.0,11.0,10.0,24.0,12.0,11.0,13.0,10.0,13.0,19.0,30.0,11.0,14.0,31.0,21.0,14.0
71,13.0,18.0,12.0,35.0,13.0,12.0,9.0,17.0,15.0,84.0,228.0,24.0,11.0,25.0,42.0,27.0,41.0,16.0,16.0,27.0,10.0,44.0,12.0,12.0,11.0,15.0,29.0,24.0,96.0,18.0,64.0,16.0,19.0,17.0,15.0,17.0,12.0,12.0,32.0,10.0,18.0,11.0,35.0,17.0,17.0,11.0,12.0,16.0,11.0,40.0,30.0,23.0,13.0,56.0,21.0,34.0,27.0,11.0,12.0,14.0,10.0,16.0,14.0,30.0,11.0,11.0,11.0,8.0,11.0,11.0
72,12.0,23.0,11.0,44.0,19.0,15.0,11.0,11.0,13.0,125.0,92.0,32.0,16.0,25.0,32.0,25.0,74.0,36.0,21.0,24.0,11.0,14.0,32.0,11.0,11.0,17.0,23.0,15.0,44.0,27.0,11.0,79.0,12.0,12.0,10.0,16.0,31.0,11.0,14.0,20.0,21.0,45.0,14.0,15.0,20.0,10.0,27.0,14.0,19.0,13.0,34.0,49.0,38.0,10.0,70.0,46.0,39.0,11.0,10.0,9.0,11.0,28.0,19.0,10.0,20.0,17.0,10.0,18.0,15.0,11.0
73,10.0,32.0,11.0,46.0,15.0,12.0,11.0,14.0,12.0,131.0,69.0,25.0,13.0,21.0,37.0,24.0,73.0,18.0,21.0,19.0,14.0,16.0,24.0,21.0,11.0,32.0,63.0,18.0,51.0,13.0,87.0,84.0,10.0,16.0,11.0,18.0,33.0,10.0,15.0,12.0,13.0,42.0,15.0,14.0,11.0,18.0,14.0,12.0,13.0,43.0,12.0,13.0,15.0,37.0,13.0,70.0,29.0,12.0,12.0,10.0,12.0,14.0,12.0,14.0,10.0,13.0,14.0,23.0,9.0,13.0
74,15.0,19.0,14.0,38.0,14.0,16.0,12.0,15.0,14.0,51.0,59.0,28.0,14.0,29.0,129.0,28.0,75.0,17.0,18.0,20.0,15.0,41.0,18.0,9.0,13.0,19.0,58.0,18.0,113.0,44.0,33.0,57.0,20.0,14.0,37.0,12.0,44.0,17.0,16.0,40.0,13.0,16.0,39.0,19.0,10.0,15.0,16.0,14.0,20.0,58.0,74.0,16.0,40.0,18.0,37.0,15.0,16.0,13.0,16.0,15.0,12.0,13.0,10.0,12.0,12.0,12.0,12.0,11.0,13.0,12.0
75,13.0,24.0,10.0,52.0,9.0,13.0,12.0,15.0,11.0,60.0,63.0,22.0,11.0,19.0,51.0,31.0,96.0,24.0,20.0,30.0,20.0,36.0,16.0,9.0,11.0,13.0,13.0,19.0,57.0,40.0,83.0,17.0,17.0,18.0,11.0,17.0,12.0,11.0,19.0,8.0,14.0,11.0,14.0,25.0,12.0,14.0,15.0,41.0,17.0,36.0,50.0,33.0,12.0,35.0,26.0,81.0,36.0,27.0,12.0,10.0,11.0,9.0,9.0,23.0,11.0,10.0,14.0,11.0,11.0,11.0
76,10.0,22.0,11.0,47.0,15.0,22.0,11.0,15.0,12.0,242.0,46.0,21.0,11.0,21.0,103.0,21.0,128.0,20.0,22.0,27.0,18.0,23.0,14.0,18.0,12.0,16.0,49.0,19.0,52.0,33.0,44.0,95.0,23.0,14.0,20.0,17.0,12.0,17.0,10.0,18.0,14.0,37.0,18.0,17.0,12.0,14.0,11.0,13.0,12.0,19.0,11.0,36.0,95.0,64.0,12.0,44.0,30.0,63.0,12.0,14.0,8.0,13.0,9.0,20.0,12.0,13.0,9.0,9.0,14.0,10.0
77,10.0,36.0,11.0,44.0,14.0,12.0,12.0,12.0,19.0,94.0,56.0,19.0,11.0,22.0,161.0,30.0,68.0,24.0,18.0,24.0,15.0,9.0,14.0,10.0,14.0,18.0,52.0,16.0,84.0,16.0,17.0,42.0,52.0,12.0,58.0,20.0,51.0,15.0,17.0,37.0,13.0,63.0,26.0,13.0,12.0,12.0,12.0,13.0,24.0,41.0,12.0,13.0,19.0,13.0,33.0,15.0,16.0,12.0,15.0,10.0,12.0,12.0,17.0,14.0,15.0,10.0,15.0,12.0,29.0,12.0
78,14.0,29.0,10.0,44.0,12.0,15.0,12.0,13.0,18.0,79.0,58.0,24.0,13.0,26.0,108.0,31.0,94.0,30.0,18.0,27.0,13.0,17.0,16.0,24.0,18.0,10.0,11.0,14.0,58.0,31.0,83.0,55.0,14.0,12.0,14.0,16.0,43.0,11.0,17.0,12.0,11.0,12.0,16.0,21.0,17.0,12.0,12.0,10.0,13.0,87.0,60.0,49.0,27.0,94.0,12.0,11.0,10.0,14.0,14.0,12.0,15.0,20.0,12.0,9.0,17.0,17.0,12.0,35.0,12.0,15.0
79,13.0,16.0,10.0,46.0,15.0,15.0,14.0,15.0,12.0,49.0,53.0,25.0,16.0,26.0,56.0,24.0,170.0,24.0,19.0,28.0,12.0,70.0,14.0,13.0,10.0,19.0,28.0,40.0,49.0,28.0,102.0,99.0,81.0,17.0,33.0,17.0,25.0,11.0,14.0,11.0,18.0,10.0,35.0,25.0,14.0,12.0,10.0,10.0,17.0,48.0,12.0,38.0,12.0,14.0,14.0,15.0,33.0,25.0,10.0,9.0,19.0,12.0,17.0,30.0,11.0,11.0,12.0,22.0,19.0,10.0
80,15.0,26.0,12.0,71.0,12.0,17.0,10.0,14.0,14.0,68.0,45.0,14.0,15.0,19.0,19.0,36.0,105.0,19.0,23.0,23.0,14.0,32.0,12.0,11.0,17.0,18.0,21.0,40.0,14.0,29.0,38.0,15.0,11.0,14.0,47.0,17.0,11.0,13.0,10.0,30.0,13.0,16.0,26.0,10.0,13.0,11.0,12.0,31.0,11.0,36.0,17.0,38.0,21.0,50.0,41.0,9.0,14.0,80.0,13.0,11.0,10.0,27.0,11.0,19.0,10.0,11.0,9.0,32.0,15.0,14.0
81,12.0,31.0,14.0,108.0,11.0,14.0,10.0,11.0,11.0,53.0,47.0,21.0,11.0,26.0,46.0,62.0,185.0,26.0,18.0,25.0,16.0,54.0,17.0,9.0,23.0,40.0,99.0,22.0,71.0,16.0,20.0,22.0,47.0,13.0,21.0,22.0,31.0,16.0,35.0,45.0,21.0,19.0,35.0,15.0,18.0,10.0,17.0,16.0,28.0,56.0,11.0,77.0,10.0,12.0,28.0,12.0,14.0,13.0,11.0,11.0,9.0,10.0,12.0,25.0,9.0,12.0,15.0,11.0,17.0,9.0
82,9.0,26.0,14.0,92.0,14.0,11.0,15.0,13.0,16.0,87.0,60.0,25.0,17.0,20.0,94.0,22.0,138.0,25.0,20.0,19.0,16.0,22.0,25.0,11.0,10.0,11.0,35.0,21.0,43.0,17.0,15.0,36.0,48.0,14.0,21.0,15.0,23.0,13.0,14.0,46.0,14.0,17.0,28.0,18.0,12.0,18.0,15.0,18.0,18.0,21.0,35.0,15.0,36.0,43.0,38.0,12.0,10.0,12.0,11.0,12.0,13.0,15.0,12.0,25.0,25.0,13.0,15.0,10.0,24.0,16.0
83,10.0,22.0,14.0,109.0,12.0,12.0,13.0,17.0,11.0,32.0,50.0,22.0,11.0,21.0,54.0,22.0,219.0,24.0,12.0,17.0,20.0,63.0,17.0,34.0,12.0,18.0,43.0,23.0,61.0,26.0,34.0,54.0,22.0,12.0,22.0,14.0,36.0,11.0,15.0,38.0,14.0,13.0,15.0,22.0,21.0,12.0,12.0,17.0,17.0,13.0,16.0,36.0,46.0,28.0,38.0,46.0,30.0,16.0,14.0,9.0,22.0,18.0,10.0,18.0,43.0,19.0,17.0,19.0,15.0,12.0
84,11.0,24.0,11.0,164.0,16.0,16.0,12.0,18.0,14.0,52.0,105.0,22.0,12.0,29.0,78.0,27.0,49.0,18.0,17.0,16.0,14.0,32.0,15.0,38.0,25.0,13.0,26.0,19.0,52.0,31.0,13.0,98.0,51.0,17.0,87.0,13.0,38.0,11.0,19.0,35.0,12.0,61.0,14.0,26.0,10.0,13.0,12.0,27.0,14.0,46.0,39.0,74.0,12.0,12.0,19.0,12.0,80.0,33.0,12.0,12.0,13.0,18.0,16.0,15.0,21.0,10.0,11.0,11.0,13.0,8.0
85,11.0,24.0,16.0,110.0,16.0,17.0,17.0,16.0,14.0,65.0,54.0,36.0,15.0,22.0,30.0,22.0,152.0,24.0,27.0,20.0,13.0,28.0,18.0,10.0,12.0,13.0,11.0,14.0,94.0,23.0,38.0,14.0,18.0,21.0,10.0,17.0,43.0,10.0,15.0,14.0,14.0,14.0,77.0,16.0,11.0,16.0,18.0,12.0,14.0,17.0,37.0,16.0,18.0,17.0,14.0,19.0,43.0,10.0,8.0,9.0,17.0,11.0,15.0,11.0,16.0,11.0,11.0,11.0,11.0,13.0
86,13.0,35.0,14.0,102.0,14.0,12.0,11.0,15.0,15.0,57.0,50.0,31.0,15.0,23.0,56.0,24.0,150.0,23.0,17.0,30.0,16.0,20.0,11.0,11.0,16.0,15.0,86.0,13.0,51.0,18.0,12.0,33.0,58.0,17.0,14.0,17.0,12.0,10.0,12.0,33.0,11.0,16.0,19.0,14.0,15.0,16.0,14.0,34.0,10.0,40.0,48.0,15.0,77.0,17.0,56.0,33.0,76.0,11.0,13.0,13.0,13.0,11.0,9.0,22.0,14.0,17.0,11.0,11.0,10.0,17.0
87,10.0,22.0,15.0,136.0,13.0,12.0,13.0,15.0,11.0,63.0,121.0,32.0,12.0,17.0,47.0,34.0,204.0,24.0,21.0,31.0,11.0,44.0,14.0,12.0,11.0,14.0,23.0,18.0,23.0,18.0,13.0,11.0,13.0,16.0,16.0,13.0,28.0,25.0,15.0,10.0,11.0,19.0,99.0,15.0,16.0,11.0,12.0,15.0,10.0,39.0,43.0,10.0,116.0,12.0,32.0,47.0,10.0,43.0,11.0,11.0,16.0,9.0,13.0,19.0,12.0,26.0,14.0,11.0,12.0,10.0
88,12.0,59.0,14.0,101.0,14.0,16.0,10.0,15.0,12.0,56.0,84.0,27.0,10.0,31.0,124.0,70.0,163.0,23.0,21.0,22.0,11.0,28.0,16.0,10.0,11.0,14.0,28.0,24.0,13.0,30.0,18.0,12.0,31.0,13.0,14.0,20.0,13.0,14.0,18.0,42.0,17.0,15.0,17.0,12.0,17.0,11.0,14.0,10.0,14.0,33.0,51.0,13.0,18.0,32.0,38.0,76.0,88.0,11.0,10.0,11.0,11.0,10.0,26.0,14.0,15.0,21.0,13.0,10.0,14.0,14.0
89,12.0,41.0,14.0,189.0,14.0,13.0,12.0,20.0,13.0,41.0,49.0,24.0,13.0,28.0,71.0,94.0,176.0,18.0,15.0,26.0,17.0,14.0,15.0,11.0,10.0,19.0,15.0,16.0,63.0,26.0,15.0,87.0,51.0,19.0,90.0,18.0,28.0,10.0,13.0,10.0,17.0,15.0,29.0,21.0,14.0,17.0,21.0,12.0,26.0,11.0,11.0,47.0,44.0,31.0,33.0,40.0,22.0,29.0,11.0,13.0,17.0,11.0,13.0,14.0,11.0,9.0,12.0,12.0,20.0,24.0
90,17.0,39.0,14.0,202.0,14.0,14.0,17.0,14.0,14.0,155.0,46.0,24.0,14.0,34.0,52.0,99.0,171.0,22.0,22.0,26.0,38.0,24.0,18.0,11.0,17.0,30.0,21.0,15.0,53.0,30.0,10.0,17.0,29.0,11.0,39.0,15.0,15.0,11.0,19.0,15.0,20.0,15.0,37.0,13.0,15.0,15.0,14.0,9.0,11.0,36.0,11.0,40.0,11.0,87.0,15.0,22.0,85.0,31.0,12.0,15.0,11.0,34.0,11.0,21.0,13.0,9.0,11.0,19.0,11.0,10.0
91,11.0,39.0,12.0,131.0,12.0,12.0,12.0,15.0,10.0,36.0,57.0,22.0,16.0,26.0,63.0,94.0,75.0,29.0,16.0,23.0,30.0,53.0,24.0,44.0,10.0,10.0,15.0,17.0,60.0,18.0,45.0,64.0,13.0,15.0,10.0,16.0,12.0,12.0,12.0,12.0,17.0,10.0,19.0,18.0,10.0,12.0,16.0,15.0,12.0,46.0,15.0,12.0,35.0,66.0,15.0,10.0,74.0,13.0,10.0,9.0,11.0,35.0,36.0,11.0,10.0,13.0,10.0,12.0,14.0,20.0
92,11.0,51.0,12.0,170.0,11.0,14.0,13.0,16.0,17.0,92.0,150.0,31.0,16.0,47.0,121.0,136.0,110.0,38.0,21.0,21.0,13.0,30.0,14.0,38.0,17.0,25.0,19.0,19.0,76.0,32.0,13.0,52.0,15.0,41.0,103.0,17.0,39.0,11.0,15.0,9.0,13.0,13.0,10.0,20.0,18.0,14.0,14.0,11.0,11.0,48.0,14.0,33.0,72.0,14.0,12.0,11.0,17.0,90.0,12.0,15.0,11.0,19.0,14.0,11.0,10.0,21.0,16.0,9.0,23.0,17.0
93,10.0,56.0,13.0,194.0,26.0,14.0,11.0,13.0,15.0,43.0,74.0,36.0,14.0,46.0,98.0,112.0,57.0,25.0,44.0,19.0,15.0,35.0,20.0,9.0,16.0,10.0,25.0,15.0,57.0,16.0,11.0,20.0,32.0,14.0,14.0,19.0,26.0,16.0,18.0,40.0,10.0,51.0,33.0,14.0,15.0,13.0,12.0,12.0,15.0,20.0,10.0,12.0,69.0,42.0,14.0,75.0,12.0,50.0,14.0,14.0,21.0,16.0,28.0,10.0,9.0,17.0,10.0,11.0,11.0,25.0
